step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
986,0.29514,0.90333,,
987,0.23894,0.91704,,
988,0.14222,0.95278,,
989,0.31922,0.89055,,
990,0.3088,0.90789,,
991,0.32756,0.9,,
992,0.29771,0.90556,,
993,0.65629,0.79888,,
994,0.2656,0.89423,,
995,0.18136,0.93035,,
996,0.15974,0.94896,,
997,0.24448,0.91052,,
998,0.12134,0.96667,,
999,0.35071,0.87872,,
1000,0.35262,0.8661,0.79714,0.79592
1001,0.3279,0.9039,,
1002,0.23652,0.91416,,
1003,0.27405,0.90533,,
1004,0.19835,0.93254,,
1005,0.37609,0.88945,,
1006,0.26389,0.90909,,
1007,0.47073,0.84587,,
1008,0.26296,0.90391,,
1009,0.26385,0.89538,,
1010,0.20892,0.91651,,
1011,0.35773,0.88846,,
1012,0.36465,0.87179,,
1013,0.33993,0.88158,,
1014,0.28531,0.8873,,
1015,0.38361,0.87805,,
1016,0.2448,0.91266,,
1017,0.30738,0.90582,,
1018,0.36194,0.89258,,
1019,0.32839,0.88333,,
1020,0.22059,0.92075,,
1021,0.75024,0.79757,,
1022,0.28863,0.91304,,
1023,0.34935,0.87783,,
1024,0.22523,0.92308,,
1025,0.281,0.90145,,
1026,0.26686,0.91023,,
1027,0.31331,0.91373,,
1028,0.41799,0.86322,,
1029,0.21888,0.92308,,
1030,0.61758,0.77876,,
1031,0.27794,0.91041,,
1032,0.28074,0.90802,,
1033,0.25808,0.91244,,
1034,0.28991,0.88529,,
1035,0.23036,0.91985,,
1036,0.32213,0.90028,,
1037,0.29813,0.89189,,
1038,0.33888,0.88776,,
1039,0.54831,0.84198,,
1040,0.20246,0.94218,,
1041,0.31451,0.88802,,
1042,0.3253,0.8848,,
1043,0.37926,0.84384,,
1044,0.23739,0.91828,,
1045,0.16167,0.94633,,
1046,0.33299,0.88658,,
1047,0.26353,0.91577,,
1048,0.37308,0.88344,,
1049,0.23812,0.91033,,
1050,0.19267,0.93029,,
1051,0.22465,0.91964,,
1052,0.28315,0.91142,,
1053,0.29896,0.89402,,
1054,0.19803,0.93112,,
1055,0.21537,0.91724,,
1056,0.25214,0.91339,,
1057,0.34854,0.88636,,
1058,0.36301,0.88515,,
1059,0.2702,0.88804,,
1060,0.25374,0.90099,,
1061,0.23867,0.9319,,
1062,0.2965,0.90236,,
1063,0.36769,0.88172,,
1064,0.15847,0.93893,,
1065,0.21992,0.93462,,
1066,0.25361,0.89474,,
1067,0.28576,0.90144,,
1068,0.26891,0.90385,,
1069,0.23966,0.91342,,
1070,0.35639,0.86517,,
1071,0.21694,0.91414,,
1072,0.27597,0.9049,,
1073,0.31052,0.89931,,
1074,0.3062,0.88152,,
1075,0.29456,0.90148,,
1076,0.30978,0.88626,,
1077,0.27015,0.90256,,
1078,0.43496,0.87586,,
1079,0.19016,0.92574,,
1080,0.24211,0.91743,,
1081,0.30021,0.90986,,
1082,0.51917,0.81497,,
1083,0.18063,0.92797,,
1084,0.36455,0.87452,,
1085,0.32047,0.89519,,
1086,0.42672,0.85,,
1087,0.30752,0.88817,,
1088,0.23424,0.91803,,
1089,0.19344,0.93072,,
1090,0.36004,0.88338,,
1091,0.30893,0.88596,,
1092,0.23113,0.92349,,
1093,0.33256,0.893,,
1094,0.2737,0.91499,,
1095,0.23383,0.92208,,
1096,0.26027,0.90909,,
1097,0.30454,0.89446,,
1098,0.31153,0.89978,,
1099,0.35554,0.8809,,
1100,0.46732,0.8404,0.81289,0.80935
1101,0.32122,0.88757,,
1102,0.36078,0.90157,,
1103,0.2155,0.94056,,
1104,0.44349,0.85792,,
1105,0.52337,0.82468,,
1106,0.25484,0.90351,,
1107,0.47479,0.86809,,
1108,0.16241,0.95874,,
1109,0.42484,0.8701,,
1110,0.2942,0.90872,,
1111,0.37786,0.86981,,
1112,0.15677,0.94836,,
1113,0.25181,0.90494,,
1114,0.34778,0.87027,,
1115,0.20359,0.93427,,
1116,0.27581,0.90394,,
1117,0.26851,0.90137,,
1118,0.26753,0.90608,,
1119,0.21562,0.92218,,
1120,0.21483,0.91694,,
1121,0.27089,0.91146,,
1122,0.26755,0.90022,,
1123,0.40788,0.86667,,
1124,0.18764,0.93738,,
1125,0.22143,0.92798,,
1126,0.22414,0.91803,,
1127,0.25572,0.90586,,
1128,0.26466,0.90774,,
1129,0.28316,0.90153,,
1130,0.33317,0.87906,,
1131,0.31389,0.88008,,
1132,0.18359,0.95556,,
1133,0.2595,0.90129,,
1134,0.15834,0.96353,,
1135,0.16269,0.95467,,
1136,0.1844,0.94188,,
1137,0.19522,0.93023,,
1138,0.47734,0.86264,,
1139,0.80253,0.79399,,
1140,0.26868,0.90164,,
1141,0.24903,0.91695,,
1142,0.26883,0.91467,,
1143,0.15169,0.95822,,
1144,0.30424,0.8945,,
1145,0.29759,0.89936,,
1146,0.3609,0.8773,,
1147,0.17446,0.91797,,
1148,0.15125,0.94492,,
1149,0.38859,0.86544,,
1150,0.22537,0.91067,,
1151,0.13678,0.96753,,
1152,0.20233,0.92922,,
1153,0.39597,0.86842,,
1154,0.38765,0.87778,,
1155,0.25935,0.92021,,
1156,0.24592,0.9262,,
1157,0.13908,0.94664,,
1158,0.16567,0.94253,,
1159,0.37379,0.88479,,
1160,0.16725,0.93793,,
1161,0.15764,0.93671,,
1162,0.26381,0.92126,,
1163,0.21898,0.91667,,
1164,0.28128,0.89333,,
1165,0.18609,0.92019,,
1166,0.17343,0.93237,,
1167,0.30268,0.89565,,
1168,0.36323,0.8939,,
1169,0.44474,0.86063,,
1170,0.29627,0.89967,,
1171,0.27257,0.91136,,
1172,0.2072,0.91667,,
1173,0.16949,0.93333,,
1174,0.30497,0.88845,,
1175,0.06447,0.98529,,
1176,0.21961,0.92308,,
1177,0.21709,0.92771,,
1178,0.25689,0.90598,,
1179,0.15028,0.95022,,
1180,0.264,0.89871,,
1181,0.74704,0.81327,,
1182,0.30239,0.88906,,
1183,0.27887,0.91013,,
1184,0.25623,0.91698,,
1185,0.39676,0.87598,,
1186,0.26299,0.90847,,
1187,0.18625,0.93151,,
1188,0.19258,0.94137,,
1189,0.15849,0.93939,,
1190,0.13706,0.95062,,
1191,0.41656,0.88688,,
1192,0.1425,0.94837,,
1193,0.19439,0.93103,,
1194,0.27456,0.91375,,
1195,0.19207,0.91738,,
1196,0.26831,0.8968,,
1197,0.17202,0.93634,,
1198,0.19319,0.9359,,
1199,0.13157,0.95667,,
1200,0.17675,0.93548,0.82184,0.7931
1201,0.47076,0.819,,
1202,0.33723,0.89231,,
1203,0.26042,0.91725,,
1204,0.21446,0.91142,,
1205,0.11048,0.97468,,
1206,0.12521,0.94853,,
1207,0.15369,0.94587,,
1208,0.37616,0.85512,,
1209,0.29268,0.89394,,
1210,0.13715,0.94304,,
1211,0.24541,0.90017,,
1212,0.186,0.9494,,
1213,0.23227,0.92138,,
1214,0.2318,0.93137,,
1215,0.2662,0.90229,,
1216,0.19649,0.91784,,
1217,0.84061,0.75345,,
1218,0.18291,0.94385,,
1219,0.24101,0.90708,,
1220,0.20199,0.92069,,
1221,0.17441,0.94805,,
1222,0.3016,0.89976,,
1223,0.25571,0.90357,,
1224,0.269,0.90141,,
1225,0.26768,0.91506,,
1226,0.23533,0.92443,,
1227,0.27008,0.91064,,
1228,0.2411,0.91328,,
1229,0.20211,0.92084,,
1230,0.35194,0.87833,,
1231,0.262,0.92261,,
1232,0.2426,0.90938,,
1233,0.28581,0.90964,,
1234,0.26697,0.90351,,
1235,0.34849,0.865,,
1236,0.20102,0.92945,,
1237,0.16104,0.93506,,
1238,0.33855,0.88197,,
1239,0.28718,0.89751,,
1240,0.22017,0.9313,,
1241,0.21249,0.94881,,
1242,0.24315,0.91834,,
1243,0.15231,0.96199,,
1244,0.28063,0.9172,,
1245,0.20798,0.92568,,
1246,0.1512,0.95582,,
1247,0.27874,0.90312,,
1248,0.29221,0.88916,,
1249,0.28786,0.91304,,
1250,0.13951,0.9484,,
1251,0.15949,0.94353,,
1252,0.2159,0.9191,,
1253,0.35788,0.9005,,
1254,0.1998,0.92708,,
1255,0.2495,0.90073,,
1256,0.2871,0.89031,,
1257,0.3066,0.89852,,
1258,0.21046,0.92105,,
1259,0.28665,0.9132,,
1260,0.22565,0.9185,,
1261,0.19304,0.92839,,
1262,0.23135,0.89565,,
1263,0.22884,0.91627,,
1264,0.31304,0.88696,,
1265,0.19676,0.92487,,
1266,0.14403,0.9403,,
1267,0.22354,0.91932,,
1268,0.17315,0.93478,,
1269,0.24676,0.90115,,
1270,0.17795,0.91964,,
1271,0.25465,0.92275,,
1272,0.21451,0.92135,,
1273,0.38892,0.86755,,
1274,0.35909,0.87375,,
1275,0.24789,0.92463,,
1276,0.26627,0.91745,,
1277,0.26251,0.91429,,
1278,0.27361,0.90021,,
1279,0.18986,0.9233,,
1280,0.1888,0.93667,,
1281,0.35271,0.87037,,
1282,0.25027,0.90676,,
1283,0.42037,0.85163,,
1284,0.26857,0.9017,,
1285,0.28665,0.90018,,
1286,0.32298,0.88969,,
1287,0.28127,0.90468,,
1288,0.18861,0.94366,,
1289,0.20966,0.93015,,
1290,0.18422,0.93064,,
1291,0.22059,0.92893,,
1292,0.22641,0.92949,,
1293,0.26283,0.9144,,
1294,0.31881,0.88981,,
1295,0.25978,0.90984,,
1296,0.21998,0.94242,,
1297,0.21771,0.91667,,
1298,0.28657,0.91189,,
1299,0.28654,0.90887,,
1300,0.24744,0.92143,0.84712,0.77757
1301,0.23456,0.92998,,
1302,0.26328,0.91209,,
1303,0.21242,0.92235,,
1304,0.33662,0.88158,,
1305,0.40305,0.86387,,
1306,0.23991,0.91213,,
1307,0.26255,0.90698,,
1308,0.2824,0.89198,,
1309,0.19111,0.94183,,
1310,0.12824,0.95699,,
1311,0.15917,0.95588,,
1312,0.50185,0.80073,,
1313,0.30462,0.90134,,
1314,0.33603,0.89419,,
1315,0.20572,0.93148,,
1316,0.25486,0.89792,,
1317,0.22058,0.91797,,
1318,0.24204,0.91626,,
1319,0.20956,0.93015,,
1320,0.30321,0.89813,,
1321,0.21724,0.89744,,
1322,0.16094,0.93566,,
1323,0.20099,0.92918,,
1324,0.30874,0.90086,,
1325,0.18398,0.93578,,
1326,0.23091,0.91176,,
1327,0.21498,0.92955,,
1328,0.1966,0.92841,,
1329,0.18027,0.92523,,
1330,0.16354,0.94357,,
1331,0.18866,0.92453,,
1332,0.25224,0.92336,,
1333,0.29127,0.94872,,
1334,0.32524,0.89303,,
1335,0.3376,0.8913,,
1336,0.22599,0.91081,,
1337,0.22227,0.9193,,
1338,0.21986,0.91324,,
1339,0.2369,0.91363,,
1340,0.30677,0.89796,,
1341,0.32402,0.90127,,
1342,0.2301,0.91791,,
1343,0.26615,0.89851,,
1344,0.16631,0.93631,,
1345,0.1753,0.91981,,
1346,0.22573,0.9284,,
1347,0.15112,0.95308,,
1348,0.22315,0.92839,,
1349,0.23068,0.90981,,
1350,0.20233,0.92227,,
1351,0.25316,0.92362,,
1352,0.14713,0.95536,,
1353,0.235,0.92619,,
1354,0.24703,0.91517,,
1355,0.35479,0.86567,,
1356,0.19948,0.92442,,
1357,0.16606,0.93293,,
1358,0.224,0.91932,,
1359,0.46436,0.83652,,
1360,0.30743,0.898,,
1361,0.3901,0.87259,,
1362,0.13772,0.95207,,
1363,0.39764,0.88739,,
1364,0.25192,0.91709,,
1365,0.18516,0.95482,,
1366,0.25086,0.9206,,
1367,0.31287,0.9037,,
1368,0.19597,0.92308,,
1369,0.17845,0.93491,,
1370,0.19718,0.93915,,
1371,0.21914,0.90909,,
1372,0.38907,0.86179,,
1373,0.32036,0.89276,,
1374,0.17266,0.94774,,
1375,0.16408,0.93735,,
1376,0.31108,0.8993,,
1377,0.21537,0.91398,,
1378,0.19118,0.9265,,
1379,0.17741,0.92982,,
1380,0.14563,0.95224,,
1381,0.20796,0.93429,,
1382,0.28216,0.8865,,
1383,0.1474,0.94792,,
1384,0.38717,0.88664,,
1385,0.26354,0.90657,,
1386,0.27205,0.92096,,
1387,0.32615,0.88889,,
1388,0.18227,0.93377,,
1389,0.51981,0.77647,,
1390,0.27258,0.90863,,
1391,0.23053,0.91989,,
1392,0.31565,0.88561,,
1393,0.20155,0.93145,,
1394,0.20223,0.93103,,
1395,0.27059,0.91124,,
1396,0.15041,0.9504,,
1397,0.0764,0.97133,,
1398,0.38396,0.85167,,
1399,0.19705,0.924,,
1400,0.16573,0.93506,0.9537,0.76515
1401,0.34338,0.85626,,
1402,0.25339,0.92275,,
1403,0.23285,0.90645,,
1404,0.20367,0.92721,,
1405,0.19852,0.93309,,
1406,0.20037,0.92541,,
1407,0.18485,0.93739,,
1408,0.20014,0.93498,,
1409,0.44098,0.86957,,
1410,0.46766,0.84198,,
1411,0.25419,0.91262,,
1412,0.25486,0.89779,,
1413,0.23533,0.92042,,
1414,0.27818,0.90909,,
1415,0.18032,0.93249,,
1416,0.26412,0.90874,,
1417,0.22963,0.90625,,
1418,0.20571,0.93281,,
1419,0.36186,0.88512,,
1420,0.22489,0.93088,,
1421,0.28392,0.89444,,
1422,0.47418,0.87864,,
1423,0.37362,0.86239,,
1424,0.34544,0.89623,,
1425,0.16993,0.93217,,
1426,0.52644,0.82734,,
1427,0.22709,0.90625,,
1428,0.18003,0.92647,,
1429,0.19436,0.92808,,
1430,0.17997,0.93913,,
1431,0.21781,0.92627,,
1432,0.20186,0.92835,,
1433,0.21738,0.92388,,
1434,0.30819,0.89848,,
1435,0.15779,0.95174,,
1436,0.33357,0.88263,,
1437,0.18038,0.92995,,
1438,0.20253,0.93319,,
1439,0.20582,0.91484,,
1440,0.08416,0.96867,,
1441,0.21204,0.91358,,
1442,0.20403,0.92459,,
1443,0.16438,0.945,,
1444,0.18358,0.93426,,
1445,0.2093,0.93333,,
1446,0.27246,0.90231,,
1447,0.19258,0.92254,,
1448,0.22131,0.918,,
1449,0.13016,0.95464,,
1450,0.20892,0.92458,,
1451,0.24668,0.90909,,
1452,0.17851,0.932,,
1453,0.15761,0.96552,,
1454,0.11616,0.96421,,
1455,0.22227,0.91775,,
1456,0.30663,0.91403,,
1457,0.18733,0.9267,,
1458,0.36134,0.87563,,
1459,0.25032,0.93312,,
1460,0.17973,0.93267,,
1461,0.2939,0.88856,,
1462,0.27324,0.89894,,
1463,0.17966,0.92388,,
1464,0.29893,0.8978,,
1465,0.24887,0.91626,,
1466,0.33436,0.88318,,
1467,0.31112,0.91429,,
1468,0.259,0.91831,,
1469,0.16999,0.94353,,
1470,0.15484,0.94236,,
1471,0.25609,0.9129,,
1472,0.2725,0.90141,,
1473,0.19563,0.9201,,
1474,0.17076,0.92922,,
1475,0.20583,0.92875,,
1476,0.23827,0.91967,,
1477,0.19128,0.93575,,
1478,0.33113,0.88512,,
1479,0.24133,0.91932,,
1480,0.19219,0.91874,,
1481,0.1648,0.93925,,
1482,0.52929,0.86154,,
1483,0.45261,0.875,,
1484,0.14419,0.9526,,
1485,0.17748,0.93365,,
1486,0.15575,0.94369,,
1487,0.21065,0.919,,
1488,0.16111,0.94589,,
1489,0.1971,0.95172,,
1490,0.34662,0.87593,,
1491,0.22156,0.91181,,
1492,0.25938,0.91327,,
1493,0.3427,0.87435,,
1494,0.2583,0.90615,,
1495,0.16723,0.92893,,
1496,0.22268,0.9213,,
1497,0.21805,0.92205,,
1498,0.17118,0.95355,,
1499,0.23306,0.91558,,
1500,0.16281,0.9375,0.86621,0.77563
1501,0.30532,0.91534,,
1502,0.19941,0.94565,,
1503,0.33728,0.88926,,
1504,0.23394,0.91003,,
1505,0.19245,0.92727,,
1506,0.22471,0.91653,,
1507,0.98853,0.74202,,
1508,0.23029,0.9254,,
1509,0.26529,0.90845,,
1510,0.20318,0.92,,
1511,0.19333,0.93379,,
1512,0.17326,0.942,,
1513,0.09249,0.98667,,
1514,0.30798,0.89545,,
1515,0.23723,0.93421,,
1516,0.54898,0.84095,,
1517,0.09464,0.96949,,
1518,0.14137,0.95498,,
1519,0.43864,0.8835,,
1520,0.24227,0.93065,,
1521,0.2103,0.92904,,
1522,0.21707,0.88889,,
1523,0.1654,0.93014,,
1524,0.17892,0.93391,,
1525,0.06884,0.98529,,
1526,0.46699,0.86378,,
1527,0.13223,0.94853,,
1528,0.15549,0.94558,,
1529,0.15439,0.95164,,
1530,0.2371,0.92819,,
1531,0.10005,0.96199,,
1532,0.1936,0.92202,,
1533,0.18725,0.93333,,
1534,0.24723,0.91614,,
1535,0.70163,0.78151,,
1536,0.25386,0.91163,,
1537,0.19069,0.94395,,
1538,0.12332,0.9554,,
1539,0.22126,0.91115,,
1540,0.29655,0.90113,,
1541,0.25049,0.9328,,
1542,0.16794,0.95043,,
1543,0.15156,0.94545,,
1544,0.2019,0.93031,,
1545,0.18661,0.94389,,
1546,0.37803,0.87879,,
1547,0.1925,0.93333,,
1548,0.19298,0.92491,,
1549,0.14547,0.93689,,
1550,0.12935,0.94402,,
1551,0.25374,0.91185,,
1552,0.1079,0.9727,,
1553,0.17923,0.94212,,
1554,0.1801,0.94235,,
1555,0.29677,0.88737,,
1556,0.2574,0.9128,,
1557,0.19848,0.925,,
1558,0.34216,0.86749,,
1559,0.23752,0.91863,,
1560,0.23899,0.91327,,
1561,0.26241,0.89066,,
1562,0.18894,0.92641,,
1563,0.19433,0.93243,,
1564,0.37794,0.88261,,
1565,0.14369,0.95349,,
1566,0.28632,0.93333,,
1567,0.27363,0.90571,,
1568,0.23289,0.92208,,
1569,0.22871,0.93541,,
1570,0.32191,0.90268,,
1571,0.24046,0.91452,,
1572,0.088,0.97347,,
1573,0.14213,0.94651,,
1574,0.10848,0.96169,,
1575,0.18908,0.93485,,
1576,0.2695,0.90838,,
1577,0.22223,0.92966,,
1578,0.25119,0.91281,,
1579,0.24114,0.90411,,
1580,0.34032,0.88889,,
1581,0.31915,0.89078,,
1582,0.14737,0.95327,,
1583,0.17282,0.93559,,
1584,0.16282,0.92901,,
1585,0.18313,0.928,,
1586,0.20881,0.91667,,
1587,0.36406,0.88482,,
1588,0.44699,0.8481,,
1589,0.25545,0.915,,
1590,0.17992,0.93137,,
1591,0.30831,0.88773,,
1592,0.2101,0.91681,,
1593,0.19426,0.94043,,
1594,0.18268,0.93629,,
1595,0.23474,0.92958,,
1596,0.25278,0.90149,,
1597,0.26046,0.89655,,
1598,0.23906,0.91246,,
1599,0.39376,0.87136,,
1600,0.18174,0.93132,0.94125,0.77778
1601,0.22771,0.90562,,
1602,0.23794,0.90724,,
1603,0.20251,0.9284,,
1604,0.21278,0.92567,,
1605,0.21318,0.92665,,
1606,0.25419,0.90333,,
1607,0.34166,0.89848,,
1608,0.34358,0.9037,,
1609,0.2431,0.9174,,
1610,0.2311,0.92243,,
1611,0.18344,0.92414,,
1612,0.30939,0.90818,,
1613,0.22003,0.92195,,
1614,0.08661,0.97761,,
1615,0.22568,0.89862,,
1616,0.28876,0.8964,,
1617,0.19061,0.93296,,
1618,0.35424,0.87759,,
1619,0.31587,0.90305,,
1620,0.22607,0.92414,,
1621,0.16599,0.94217,,
1622,0.216,0.92322,,
1623,0.40652,0.89431,,
1624,0.25948,0.91534,,
1625,0.13677,0.94017,,
1626,0.24317,0.91247,,
1627,0.20435,0.93301,,
1628,0.22877,0.92797,,
1629,0.66145,0.79048,,
1630,0.12518,0.95238,,
1631,0.05902,0.98054,,
1632,0.13736,0.92611,,
1633,0.49757,0.8488,,
1634,0.23367,0.9148,,
1635,0.2649,0.89865,,
1636,0.26611,0.89903,,
1637,0.45212,0.85569,,
1638,0.15793,0.93736,,
1639,0.23492,0.91398,,
1640,0.22736,0.9125,,
1641,0.19187,0.92762,,
1642,0.291,0.89785,,
1643,0.19733,0.93931,,
1644,0.29466,0.90455,,
1645,0.11084,0.96479,,
1646,0.29057,0.88441,,
1647,0.11659,0.95,,
1648,0.22835,0.93617,,
1649,0.23812,0.91586,,
1650,0.22431,0.89855,,
1651,0.21513,0.91803,,
1652,0.41384,0.86126,,
1653,0.29024,0.91553,,
1654,0.2645,0.89952,,
1655,0.19197,0.93688,,
1656,0.32286,0.8967,,
1657,0.19323,0.93446,,
1658,0.18195,0.92486,,
1659,0.32782,0.8871,,
1660,0.23087,0.91194,,
1661,0.23916,0.90135,,
1662,0.17385,0.92611,,
1663,0.10464,0.95833,,
1664,0.29719,0.90123,,
1665,0.30286,0.89032,,
